date_extraction,temperature,temp_min,temp_max,humidite,pression,vent_vitesse,vent_direction,precipitation,description,ville_id
2025-05-17,17.20,13.50,21.60,82.70,1015.30,18.50,199.60,0.04,"Rain, Partially cloudy",3
2025-05-18,14.70,12.90,16.50,83.30,1021.30,31.80,207.80,8.00,"Rain, Partially cloudy",3
2025-05-19,15.70,13.20,17.30,70.00,1027.30,32.80,160.90,21.91,"Rain, Overcast",3
2025-05-20,17.60,15.30,20.40,66.80,1028.70,27.40,137.00,0.02,"Rain, Overcast",3
2025-05-21,18.00,16.40,19.30,80.30,1025.50,18.50,116.70,1.48,"Rain, Overcast",3
2025-05-22,18.20,17.10,19.60,92.20,1018.40,25.40,114.00,39.18,"Rain, Overcast",3
2025-05-23,18.80,15.10,20.90,88.10,1013.30,25.60,42.50,20.23,"Rain, Partially cloudy",3
2025-05-24,16.80,13.40,20.90,61.80,1014.00,23.90,311.40,0.17,Rain,3
2025-05-25,15.40,12.40,19.20,61.00,1018.20,14.90,318.30,0.00,Overcast,3
2025-05-26,14.50,11.10,19.00,74.90,1016.60,17.10,340.70,3.14,"Rain, Partially cloudy",3
2025-05-27,15.60,13.00,18.20,64.60,1008.90,35.30,290.70,0.56,"Rain, Partially cloudy",3
2025-05-28,15.00,11.50,19.70,54.80,1014.80,34.80,257.10,0.00,Partially cloudy,3
2025-05-29,14.40,12.60,17.20,67.00,1019.90,19.20,242.40,0.00,Overcast,3
2025-05-30,14.90,10.10,20.40,74.10,1024.90,13.10,297.50,0.00,Partially cloudy,3
2025-05-31,14.80,11.80,18.90,82.00,1028.10,12.70,241.60,0.00,Partially cloudy,3
2025-06-01,14.60,10.50,20.00,82.80,1025.50,11.20,331.30,0.00,Partially cloudy,3
2025-06-02,13.80,11.10,18.00,89.80,1018.00,13.50,310.40,0.00,"Rain, Partially cloudy",3
2025-06-03,14.20,10.90,18.60,73.70,1009.70,21.30,238.00,0.00,"Rain, Partially cloudy",3
2025-06-04,12.20,10.40,14.30,70.00,1015.90,33.10,219.50,7.91,"Rain, Partially cloudy",3
2025-06-05,12.00,8.20,18.40,61.20,1022.90,20.40,246.90,0.17,"Rain, Partially cloudy",3
2025-06-06,11.60,7.40,16.10,71.30,1019.00,15.30,313.20,0.00,"Rain, Partially cloudy",3
2025-06-07,14.90,11.80,19.50,52.20,1010.00,33.00,313.40,0.00,Partially cloudy,3
2025-06-08,12.90,9.80,16.20,49.60,1005.30,35.00,311.30,0.00,Clear,3
2025-06-09,10.90,7.90,15.10,58.50,1002.30,35.20,303.50,0.64,"Rain, Partially cloudy",3
2025-06-10,13.30,10.00,18.00,58.30,1007.10,28.30,268.70,0.00,Clear,3
2025-06-11,12.10,8.50,17.20,58.20,1013.00,23.90,272.40,0.00,Clear,3
2025-06-12,11.90,7.90,16.40,63.80,1018.30,26.80,253.50,0.00,Partially cloudy,3
2025-06-13,11.60,9.10,15.60,71.40,1021.90,24.60,237.60,0.01,"Rain, Partially cloudy",3
2025-06-14,11.90,8.00,17.80,81.20,1022.50,15.70,233.10,0.19,"Rain, Partially cloudy",3
2025-06-15,11.90,8.80,19.00,84.30,1022.20,10.90,317.70,6.49,"Rain, Partially cloudy",3
2025-06-16,10.80,6.60,17.20,78.00,1023.10,13.60,324.30,0.01,"Rain, Partially cloudy",3
2025-06-17,12.30,6.70,18.60,64.30,1021.60,19.90,298.20,0.00,"Rain, Partially cloudy",3
2025-06-18,11.40,8.00,17.10,62.40,1025.30,13.10,298.20,0.00,Clear,3
2025-06-19,10.90,6.00,18.30,77.10,1026.70,11.70,327.40,0.00,Partially cloudy,3
2025-06-20,11.50,6.80,18.50,80.10,1028.80,10.90,313.60,0.01,Rain,3
2025-06-21,11.90,7.10,18.60,81.80,1030.40,11.30,329.90,0.00,"Rain, Partially cloudy",3
2025-06-22,12.00,6.70,19.90,76.40,1027.50,14.30,313.90,0.00,"Rain, Partially cloudy",3
2025-06-23,14.30,7.50,22.20,75.10,1021.30,17.40,0.20,0.00,Clear,3
2025-06-24,17.30,13.30,21.30,64.30,1010.50,26.90,343.70,1.07,"Rain, Partially cloudy",3
2025-06-25,14.00,10.10,16.70,47.90,1008.60,41.40,295.70,0.04,Rain,3
2025-06-26,10.80,7.60,15.00,52.80,1024.30,22.70,238.60,0.00,Partially cloudy,3
2025-06-27,11.80,8.10,15.30,65.30,1030.30,18.30,232.40,0.00,Partially cloudy,3
2025-06-28,12.40,8.00,17.50,76.30,1028.00,11.10,300.80,0.00,Partially cloudy,3
2025-06-29,12.60,7.90,19.40,76.50,1025.10,13.20,308.70,0.00,Partially cloudy,3
2025-06-30,12.60,8.50,17.00,77.00,1024.60,19.50,222.70,0.00,Partially cloudy,3
2025-07-01,11.50,10.40,12.50,93.20,1007.70,35.80,245.90,49.73,"Rain, Overcast",3
2025-07-02,14.30,11.20,16.00,82.70,999.30,65.30,224.70,21.09,"Rain, Overcast",3
2025-07-03,14.80,8.00,18.00,62.50,1009.10,38.40,241.30,1.90,"Rain, Partially cloudy",3
2025-07-05,12.40,8.70,16.00,76.60,1022.70,13.00,353.70,0.00,Partially cloudy,3
2025-07-06,14.60,11.50,19.30,73.40,1017.00,18.40,331.40,0.20,"Rain, Partially cloudy",3
2025-07-07,10.80,9.20,12.40,82.20,1014.00,18.70,274.00,4.70,Partially cloudy,3
2025-07-08,11.50,7.40,15.30,70.50,1009.50,24.80,316.30,0.00,Partially cloudy,3
2025-07-09,12.10,8.50,14.60,54.00,1007.90,25.60,286.70,0.00,Clear,3
2025-07-10,10.60,7.20,15.90,59.60,1009.10,27.00,322.00,0.10,Partially cloudy,3
2025-07-11,10.30,6.80,14.90,63.80,1013.30,25.20,257.40,0.00,Clear,3
2025-07-12,10.50,6.70,14.70,68.90,1024.20,18.80,227.50,0.10,Partially cloudy,3
2025-07-13,10.70,7.00,15.20,71.00,1024.70,11.20,248.00,0.00,Clear,3
2025-07-14,11.50,7.00,16.50,65.10,1018.80,15.10,292.50,0.00,Partially cloudy,3
2025-07-15,12.60,8.50,17.30,58.00,1016.50,11.50,280.80,0.00,Partially cloudy,3
2025-07-16,12.70,8.50,17.80,62.50,1013.40,12.60,330.00,0.00,Clear,3
2025-07-17,14.10,11.00,21.30,66.10,1004.00,28.40,313.80,0.90,Partially cloudy,3
2025-07-18,10.90,7.90,15.20,63.50,1003.40,25.60,271.60,0.00,Clear,3
2025-07-19,12.80,8.80,17.40,62.40,1020.40,31.70,249.40,1.60,Clear,3
2025-07-20,13.20,9.30,17.30,64.20,1021.20,34.60,243.60,6.80,Partially cloudy,3
2025-07-21,13.00,9.10,17.20,64.30,1022.60,31.30,239.80,5.50,Partially cloudy,3
2025-07-22,13.20,8.90,18.00,66.10,1022.70,27.70,254.30,5.20,Partially cloudy,3
2025-07-23,13.20,8.60,18.20,65.60,1021.90,26.60,241.40,3.00,Partially cloudy,3
2025-07-24,13.40,9.40,17.90,64.50,1020.90,25.60,253.30,2.00,Partially cloudy,3
2025-07-25,13.90,9.90,18.60,63.70,1020.40,25.90,253.80,4.80,Partially cloudy,3
2025-07-26,13.60,9.70,17.90,65.50,1019.10,26.30,261.50,2.90,Partially cloudy,3
2025-07-27,12.90,9.10,17.80,65.00,1020.20,27.40,242.50,2.60,Partially cloudy,3
2025-07-28,12.90,8.80,17.80,63.00,1020.70,29.90,244.60,3.80,Clear,3
2025-07-29,13.40,8.90,18.70,62.20,1020.20,27.70,253.30,3.50,Clear,3
2025-07-30,13.90,9.60,18.80,61.20,1020.30,25.90,259.00,2.30,Clear,3
2025-07-31,13.80,9.40,19.00,62.40,1019.80,27.40,252.00,1.70,Clear,3
2025-08-01,13.90,9.10,19.20,60.00,1019.20,31.30,249.90,0.20,Clear,3
2025-08-02,13.40,8.80,18.40,61.60,1019.70,28.80,243.60,1.30,Clear,3
2025-08-03,13.70,9.10,19.20,62.10,1019.00,29.90,244.50,4.00,Clear,3
2025-08-04,13.40,9.30,18.40,59.20,1019.30,29.50,258.00,3.10,Clear,3
2025-08-05,13.60,8.70,18.90,58.60,1019.70,29.20,254.10,1.00,Clear,3
2025-08-06,13.70,9.50,18.70,57.60,1019.30,29.50,252.10,0.70,Clear,3
2025-08-07,13.40,9.10,18.50,58.50,1019.60,29.90,245.30,1.30,Clear,3
2025-08-08,13.30,8.70,18.50,57.80,1018.40,28.40,262.50,0.60,Clear,3
2025-08-09,13.70,8.90,18.90,54.70,1017.50,30.20,259.10,0.30,Clear,3
2025-08-10,14.00,9.00,19.60,53.40,1016.40,33.50,264.10,0.60,Clear,3
2025-08-11,14.40,10.20,19.30,51.30,1016.60,33.10,254.60,0.90,Clear,3
2025-08-12,13.60,9.10,18.30,58.40,1017.80,32.40,245.40,2.80,Clear,3
2025-08-13,13.80,9.40,18.40,58.10,1019.50,31.70,247.20,2.10,Clear,3
2025-08-14,13.80,9.20,19.00,58.40,1019.70,28.80,248.10,0.50,Clear,3
2025-08-15,14.00,9.20,18.90,58.30,1019.80,31.00,241.20,1.00,Clear,3
2025-08-16,14.40,9.70,18.90,59.80,1018.90,29.20,232.70,1.20,Clear,3
2025-08-17,14.30,9.80,19.40,57.40,1017.60,32.40,240.00,3.90,Clear,3
2025-08-18,13.90,9.70,18.30,59.80,1017.60,36.70,238.90,8.90,Clear,3
2025-08-19,14.00,9.60,18.60,58.20,1018.60,35.30,230.80,6.60,Partially cloudy,3
2025-08-20,13.80,9.70,18.50,56.80,1019.10,32.40,233.90,5.00,Clear,3
2025-08-21,14.20,9.50,19.20,57.40,1018.80,30.20,239.70,1.10,Clear,3
2025-08-22,14.60,10.80,19.20,59.50,1018.10,31.70,220.70,1.50,Clear,3
2025-08-23,14.60,10.60,18.70,64.60,1019.30,30.20,215.80,2.10,Partially cloudy,3
2025-08-24,14.70,10.70,19.20,65.40,1018.80,32.00,227.70,7.20,Partially cloudy,3
2025-08-25,14.60,10.40,19.20,64.00,1018.30,31.30,230.30,2.10,Clear,3
2025-08-26,14.40,10.30,19.00,66.40,1018.70,28.80,225.40,2.20,Clear,3
2025-08-27,14.60,10.80,19.00,64.70,1019.00,31.30,219.80,2.50,Partially cloudy,3
2025-08-28,14.40,10.10,19.00,64.90,1020.40,29.20,222.10,1.60,Partially cloudy,3
2025-08-29,14.80,10.40,19.20,67.20,1020.50,31.70,206.80,2.50,Partially cloudy,3
2025-08-30,15.90,11.90,20.10,63.50,1019.10,33.50,201.70,3.30,Partially cloudy,3
2025-08-31,15.80,11.70,20.20,60.90,1017.50,31.70,227.20,1.20,Clear,3
2025-09-01,15.40,11.00,20.00,63.20,1018.70,30.20,212.70,0.20,Clear,3
2025-09-02,15.30,10.90,19.50,67.90,1018.80,29.50,205.10,2.70,Partially cloudy,3
2025-09-03,15.90,11.20,20.70,62.30,1018.30,33.80,221.90,1.40,Partially cloudy,3
2025-09-04,16.00,11.70,20.50,60.10,1019.40,32.80,205.50,1.60,Partially cloudy,3
2025-09-05,16.10,11.60,20.80,59.40,1018.90,34.60,212.30,2.80,Clear,3
2025-09-06,16.00,11.80,20.70,64.00,1018.20,31.30,201.90,6.00,Partially cloudy,3
2025-09-07,15.60,11.70,20.10,64.50,1017.00,33.80,230.60,9.40,Partially cloudy,3
2025-09-08,15.60,12.00,19.50,61.50,1017.50,35.30,206.90,2.20,Partially cloudy,3
2025-09-09,15.50,11.30,20.00,61.30,1016.50,33.50,215.60,2.40,Clear,3
2025-09-10,15.70,11.40,20.50,60.00,1016.60,35.60,213.20,1.40,Clear,3
2025-09-11,15.90,11.10,21.10,58.60,1017.90,32.80,222.70,1.90,Clear,3
2025-09-12,16.00,11.10,21.00,58.70,1018.20,32.00,213.20,1.70,Clear,3
2025-09-13,17.00,12.00,22.80,57.80,1018.20,31.30,217.10,0.80,Clear,3
2025-09-14,16.90,12.60,21.70,59.80,1016.80,33.50,212.50,2.30,Clear,3
2025-09-15,17.40,12.60,22.40,57.10,1016.20,32.80,214.90,2.70,Clear,3
2025-09-16,16.80,12.60,21.70,57.70,1016.10,34.60,206.10,1.50,Clear,3
2025-09-17,16.40,12.10,21.00,59.60,1016.10,34.90,221.00,4.10,Partially cloudy,3
2025-09-18,16.90,13.00,21.70,59.20,1016.60,32.00,198.50,2.80,Clear,3
2025-09-19,17.60,12.80,23.00,58.90,1016.60,33.80,196.10,0.60,Clear,3
2025-09-20,17.00,12.70,21.60,61.40,1018.20,32.00,193.30,0.70,Partially cloudy,3
2025-09-21,17.10,12.70,22.30,67.00,1018.90,28.40,187.10,1.00,Clear,3
2025-09-22,18.30,13.10,23.60,62.00,1017.30,33.50,201.40,0.40,Clear,3
2025-09-23,18.40,13.80,23.20,60.00,1016.30,33.50,200.50,0.40,Partially cloudy,3
2025-09-24,18.40,13.90,23.20,59.10,1016.50,33.80,206.30,1.10,Clear,3
2025-09-25,17.90,13.90,22.30,60.60,1017.20,31.30,187.10,3.80,Partially cloudy,3
2025-09-26,17.60,13.70,21.80,61.60,1017.90,33.80,178.60,1.70,Partially cloudy,3
2025-09-27,17.90,13.50,22.40,58.80,1016.90,34.60,192.30,1.30,Partially cloudy,3
2025-09-28,18.50,13.90,23.80,56.70,1014.70,35.30,194.30,0.80,Clear,3
2025-09-29,17.70,13.30,23.20,56.70,1013.80,38.90,217.00,3.40,Clear,3
2025-09-30,17.20,12.70,21.70,56.30,1017.20,34.20,201.00,1.60,Clear,3
2025-10-01,18.00,12.80,23.00,57.10,1017.40,36.70,190.80,4.70,Clear,3
2025-10-02,18.30,13.60,23.70,63.10,1017.90,33.10,186.80,2.70,Partially cloudy,3
2025-10-03,19.00,14.20,24.60,61.00,1017.00,35.30,199.40,4.60,Partially cloudy,3
2025-10-04,18.20,14.40,22.50,63.30,1018.30,32.80,184.50,3.80,Partially cloudy,3
2025-10-05,18.40,14.00,23.70,66.70,1017.50,34.20,185.90,4.00,Partially cloudy,3
2025-10-06,18.80,14.70,23.80,65.70,1015.70,33.50,187.40,3.80,Partially cloudy,3
2025-10-07,17.90,14.40,22.20,62.30,1015.00,33.10,187.70,1.90,Partially cloudy,3
2025-10-08,17.70,14.10,22.10,63.70,1015.50,36.00,192.10,1.00,Partially cloudy,3
2025-10-09,17.10,13.40,21.30,64.30,1018.70,33.10,190.20,3.60,Partially cloudy,3
2025-10-10,18.20,13.70,22.90,60.70,1018.80,33.80,185.40,1.50,Partially cloudy,3
2025-10-11,17.90,14.20,22.10,64.80,1017.90,33.50,169.90,2.60,Partially cloudy,3
2025-10-12,18.20,13.60,22.90,64.40,1017.00,36.40,178.90,2.70,Partially cloudy,3
2025-10-13,19.20,14.90,24.00,63.00,1015.80,34.90,182.30,3.60,Partially cloudy,3
2025-10-14,18.40,14.80,22.90,62.50,1015.80,34.20,181.80,2.90,Partially cloudy,3
2025-10-15,18.60,14.70,22.80,62.80,1016.50,36.00,168.90,4.70,Partially cloudy,3
2025-10-16,18.90,14.50,23.80,57.10,1017.00,34.60,179.10,0.70,Partially cloudy,3
2025-10-17,18.40,14.90,22.50,58.90,1018.80,34.60,165.60,1.60,Partially cloudy,3
2025-10-18,18.60,14.90,22.60,61.10,1020.80,34.90,153.80,3.30,Partially cloudy,3
2025-10-19,19.10,15.00,23.90,64.50,1019.60,35.30,159.50,4.00,Partially cloudy,3
2025-10-20,18.70,15.20,23.30,67.50,1019.50,36.00,156.90,3.20,Partially cloudy,3
2025-10-21,19.10,15.00,23.70,66.30,1018.30,34.60,172.30,4.00,Partially cloudy,3
2025-10-22,18.40,14.80,22.40,70.50,1016.90,35.60,156.70,2.80,Partially cloudy,3
2025-10-23,18.90,14.90,23.40,68.50,1016.10,35.60,169.60,3.20,Partially cloudy,3
2025-10-24,18.90,15.30,23.10,68.00,1015.80,34.60,175.50,4.70,Partially cloudy,3
2025-10-25,19.90,15.60,25.20,65.10,1013.60,36.40,182.20,4.20,Partially cloudy,3
2025-10-26,19.90,15.90,24.50,61.30,1013.10,37.10,197.70,4.50,Partially cloudy,3
2025-10-27,19.30,15.50,23.90,60.50,1014.60,36.00,168.90,1.80,Partially cloudy,3
2025-10-28,18.70,15.10,22.80,61.10,1016.60,32.80,164.80,0.40,Partially cloudy,3
2025-10-29,19.30,15.60,23.60,62.70,1016.30,32.40,157.60,0.70,Partially cloudy,3
2025-10-30,19.90,15.50,24.90,65.20,1015.80,34.20,169.90,1.90,Partially cloudy,3
2025-10-31,20.30,16.50,25.00,65.20,1014.80,36.70,160.00,2.10,Partially cloudy,3
2025-11-01,20.00,16.60,24.20,64.60,1015.20,33.80,148.30,2.20,Partially cloudy,3
2025-11-02,19.90,16.50,24.40,63.20,1014.90,35.30,161.40,2.20,Partially cloudy,3
2025-11-03,19.90,16.20,25.30,66.80,1014.90,34.60,172.60,3.30,Partially cloudy,3
2025-11-04,18.90,16.00,22.30,69.30,1017.00,36.00,155.00,7.30,Partially cloudy,3
2025-11-05,18.90,15.90,21.90,68.10,1016.40,37.40,141.50,3.20,Partially cloudy,3
2025-11-06,20.00,16.40,24.90,65.80,1014.40,33.80,170.00,5.10,Partially cloudy,3
2025-11-07,19.70,16.40,23.40,66.20,1015.40,33.10,163.80,3.00,Partially cloudy,3
2025-11-08,19.70,16.20,24.00,67.70,1016.00,36.40,164.90,6.70,Partially cloudy,3
2025-11-09,19.60,16.00,23.60,67.80,1016.80,33.80,150.50,4.20,Partially cloudy,3
2025-11-10,19.90,16.00,23.90,66.50,1017.00,33.50,157.10,2.90,Partially cloudy,3
2025-11-11,19.50,15.90,23.10,67.70,1018.10,31.00,136.40,2.90,Partially cloudy,3
2025-11-12,20.60,16.40,25.10,65.30,1015.70,32.80,158.90,3.30,Partially cloudy,3
2025-11-13,20.60,17.00,24.80,63.10,1014.90,37.40,168.70,1.60,Partially cloudy,3
2025-11-14,21.00,16.90,25.80,61.10,1014.50,35.60,152.60,3.00,Clear,3
2025-11-15,20.30,16.80,24.60,67.50,1014.10,35.30,158.50,5.20,Partially cloudy,3
2025-11-16,18.80,16.00,22.10,72.80,1015.90,36.70,164.90,7.20,Partially cloudy,3
2025-11-17,18.90,15.80,22.20,69.50,1017.70,33.80,142.00,5.50,Partially cloudy,3
2025-11-18,20.50,16.40,25.40,68.30,1015.40,36.40,149.80,4.60,Partially cloudy,3
2025-11-19,20.70,16.70,25.00,70.00,1015.10,37.10,140.80,3.70,Partially cloudy,3
2025-11-20,21.20,17.50,26.10,69.20,1015.30,36.00,139.60,5.20,Partially cloudy,3
2025-11-21,21.30,17.80,25.20,68.40,1014.50,33.80,146.40,3.30,Partially cloudy,3
2025-11-22,21.20,17.70,25.20,66.80,1012.90,39.20,172.30,3.20,Partially cloudy,3
2025-11-23,19.50,16.80,23.00,71.40,1013.60,37.10,174.80,5.40,Partially cloudy,3
2025-11-24,20.00,17.20,23.20,69.70,1015.60,34.60,144.30,2.40,Partially cloudy,3
2025-11-25,21.30,17.40,25.50,67.00,1014.90,34.60,148.00,1.90,Partially cloudy,3
2025-11-26,21.80,18.00,26.90,65.40,1013.50,37.10,160.10,3.50,Partially cloudy,3
2025-11-27,20.60,17.60,24.10,68.20,1015.20,34.20,148.40,4.90,Partially cloudy,3
2025-11-28,21.30,17.80,25.50,68.90,1014.00,32.80,133.40,3.40,Partially cloudy,3
2025-11-29,21.00,17.70,24.70,73.50,1012.40,36.40,143.70,3.40,Partially cloudy,3
2025-11-30,21.20,17.60,25.60,71.80,1011.90,35.30,142.20,5.80,Partially cloudy,3
2025-12-01,21.80,18.00,26.80,68.60,1011.90,38.50,147.90,5.60,Partially cloudy,3
2025-12-02,21.00,17.40,25.40,68.20,1012.90,37.80,153.00,4.70,Partially cloudy,3
2025-12-03,21.40,17.40,25.70,64.20,1013.00,32.40,162.70,4.30,Partially cloudy,3
2025-12-04,21.50,17.80,25.90,64.10,1012.60,36.40,168.50,2.40,Partially cloudy,3
2025-12-05,21.20,17.50,25.50,64.90,1012.20,36.70,165.00,2.10,Partially cloudy,3
2025-12-06,20.90,17.70,24.80,68.10,1012.90,32.80,156.40,2.20,Partially cloudy,3
2025-12-07,21.80,18.20,26.10,67.90,1013.10,35.60,141.10,3.70,Partially cloudy,3
2025-12-08,21.80,18.80,25.70,71.00,1012.70,37.80,124.90,3.80,Partially cloudy,3
2025-12-09,21.90,19.00,25.70,70.10,1012.80,34.60,135.50,2.90,Partially cloudy,3
2025-12-10,21.70,18.40,25.60,70.20,1012.70,38.90,151.50,5.30,Partially cloudy,3
2025-12-11,21.60,18.10,25.80,66.40,1012.30,36.40,168.50,5.80,Partially cloudy,3
2025-12-12,20.90,18.20,24.20,68.30,1014.10,35.60,144.70,5.70,Partially cloudy,3
2025-12-13,22.00,18.40,26.50,68.10,1012.30,37.10,141.90,5.90,Partially cloudy,3
2025-12-14,22.30,19.00,26.10,65.80,1012.40,33.50,147.00,1.50,Partially cloudy,3
2025-12-15,21.70,18.80,25.40,71.40,1013.90,33.50,132.40,2.20,Partially cloudy,3
2025-12-16,22.20,18.90,26.00,69.90,1013.20,37.40,130.60,3.80,Partially cloudy,3
2025-12-17,22.10,18.80,26.00,67.00,1013.80,35.30,148.10,1.50,Partially cloudy,3
2025-12-18,21.90,18.70,25.80,64.40,1014.10,34.20,134.70,1.20,Partially cloudy,3
2025-12-19,22.30,18.90,27.50,66.70,1012.60,38.90,144.10,2.70,Partially cloudy,3
2025-12-20,22.10,18.50,26.50,66.20,1012.90,37.10,151.50,4.20,Partially cloudy,3
2025-12-21,22.40,19.20,26.30,67.50,1014.30,37.10,131.90,1.50,Partially cloudy,3
2025-12-22,22.70,19.50,26.70,67.90,1013.70,37.10,131.70,2.80,Partially cloudy,3
2025-12-23,22.50,19.50,27.00,69.70,1013.60,35.30,132.90,1.60,Partially cloudy,3
2025-12-24,22.70,19.50,27.20,70.80,1012.80,32.00,146.00,2.40,Partially cloudy,3
2025-12-25,22.20,18.40,26.60,70.50,1013.00,35.30,148.90,6.10,Partially cloudy,3
2025-12-26,22.00,18.70,26.00,66.70,1012.60,36.40,145.80,4.90,Partially cloudy,3
2025-12-27,21.60,18.60,25.10,68.60,1013.40,34.60,138.30,5.50,Partially cloudy,3
2025-12-28,21.90,18.70,25.90,67.60,1013.70,36.40,123.40,2.60,Partially cloudy,3
2025-12-29,22.20,18.70,26.00,66.90,1013.50,35.60,138.70,1.20,Partially cloudy,3
2025-12-30,22.60,18.80,27.20,67.50,1013.40,32.80,147.40,1.30,Partially cloudy,3
2025-12-31,22.80,19.60,26.70,67.70,1013.50,33.80,115.90,1.20,Partially cloudy,3
2021-01-01,2.00,-0.50,5.00,91.00,1011.40,10.10,303.60,0.00,"Rain, Overcast",1
2021-01-02,3.70,1.50,5.10,82.50,1015.80,11.90,345.50,0.60,"Rain, Partially cloudy",1
2021-01-03,3.80,1.10,6.00,86.00,1017.40,16.90,32.40,1.99,"Rain, Overcast",1
2021-01-04,4.20,3.50,5.60,81.40,1019.20,25.80,37.10,0.21,"Rain, Partially cloudy",1
2021-01-05,3.70,2.50,4.60,82.40,1019.90,21.20,27.20,0.99,"Rain, Partially cloudy",1
2021-01-06,4.00,2.00,5.60,83.00,1019.40,17.50,24.20,0.43,"Rain, Partially cloudy",1
2021-01-07,1.00,-1.00,3.10,87.50,1018.40,12.60,294.30,0.00,Partially cloudy,1
2021-01-08,0.60,-1.00,2.50,90.40,1018.50,11.10,48.60,0.00,Overcast,1
2021-01-09,1.10,-1.20,4.50,89.30,1026.20,9.80,352.80,0.00,Partially cloudy,1
2021-01-10,1.00,-1.70,3.60,92.80,1025.90,11.30,264.10,0.00,Overcast,1
2021-01-11,6.70,3.60,9.00,83.90,1017.80,33.20,253.00,0.00,Overcast,1
2021-01-12,6.80,2.50,9.50,85.90,1014.00,27.70,289.40,7.99,"Rain, Partially cloudy",1
2021-01-13,6.10,1.10,9.60,95.20,1018.30,19.00,256.40,2.00,"Rain, Overcast",1
2021-01-14,5.00,2.60,9.10,94.30,1016.50,16.00,41.30,27.52,"Rain, Overcast",1
2021-01-15,2.40,1.10,4.10,86.30,1029.60,13.20,357.50,0.40,"Rain, Partially cloudy",1
2021-01-16,4.90,1.60,7.20,87.80,1020.00,22.40,214.30,5.02,"Rain, Partially cloudy",1
2021-01-17,5.70,3.10,8.00,78.30,1023.40,19.60,287.40,0.00,Partially cloudy,1
2021-01-18,5.30,2.50,8.60,88.30,1021.20,24.90,223.80,0.00,"Rain, Partially cloudy",1
2021-01-19,10.60,9.10,11.60,85.60,1004.10,31.70,227.40,0.01,"Rain, Overcast",1
2021-01-20,10.20,9.30,10.60,86.80,987.50,34.80,202.20,0.43,"Rain, Overcast",1
2021-01-21,6.60,4.30,8.80,74.70,984.60,39.40,241.70,3.02,"Rain, Partially cloudy",1
2021-01-22,4.00,0.50,7.10,82.90,992.10,16.20,247.80,0.00,"Rain, Partially cloudy",1
2021-01-23,2.10,-0.20,4.50,86.50,995.50,15.30,289.70,0.60,"Rain, Partially cloudy",1
2021-01-24,0.60,-2.00,2.00,91.00,996.90,13.90,328.40,2.99,"Snow, Rain, Partially cloudy",1
2021-01-25,1.70,-1.20,5.10,78.20,1009.50,17.60,292.50,0.20,Rain,1
2021-01-26,3.00,-0.50,6.60,89.50,1015.80,21.90,205.70,0.60,"Rain, Partially cloudy",1
2021-01-27,8.30,6.60,9.60,95.30,1011.00,12.20,244.10,1.20,"Rain, Overcast",1
2021-01-28,10.90,8.60,13.00,89.70,1001.50,29.80,242.50,18.56,"Rain, Partially cloudy",1
2021-01-29,9.50,7.20,11.10,84.90,998.30,28.90,262.10,11.98,"Rain, Partially cloudy",1
2021-01-30,5.40,3.60,8.00,88.90,997.70,28.10,80.50,12.60,"Rain, Overcast",1
2021-01-31,3.10,1.60,4.10,80.50,997.80,19.80,75.70,1.00,"Rain, Partially cloudy",1
2021-02-01,4.10,3.60,4.60,88.30,996.80,11.60,19.20,0.40,"Rain, Overcast",1
2021-02-02,9.20,4.00,13.10,87.40,994.60,24.30,208.60,5.59,"Rain, Partially cloudy",1
2021-02-03,8.60,6.10,10.50,81.90,996.50,23.00,247.80,1.01,"Rain, Partially cloudy",1
2021-02-04,7.00,4.00,9.10,92.70,1008.20,15.00,155.20,3.99,"Rain, Partially cloudy",1
2021-02-05,8.30,6.50,11.10,85.40,1008.10,15.70,195.80,7.98,"Rain, Partially cloudy",1
2021-02-06,6.80,5.00,8.10,88.70,1006.60,18.60,27.50,2.19,"Rain, Partially cloudy",1
2021-02-07,1.80,-0.50,4.50,82.80,1004.10,26.70,29.80,7.78,"Snow, Rain, Partially cloudy",1
2021-02-08,-0.80,-1.50,-0.20,79.40,1003.50,26.60,41.10,0.00,Partially cloudy,1
2021-02-09,-0.10,-1.00,0.60,78.60,1006.80,22.70,71.70,0.00,Partially cloudy,1
2021-02-10,0.30,-1.70,2.00,69.00,1015.80,17.80,47.90,0.00,Partially cloudy,1
2021-02-11,-0.90,-2.90,0.30,74.90,1027.00,26.30,97.70,0.00,Partially cloudy,1
2021-02-12,-0.50,-1.40,1.00,62.90,1030.50,36.00,91.00,0.00,Partially cloudy,1
2021-02-13,-0.90,-4.00,1.60,56.40,1032.40,24.60,123.50,0.00,Partially cloudy,1
2021-02-14,2.90,1.10,4.60,59.90,1025.60,24.50,159.00,0.60,"Rain, Partially cloudy",1
2021-02-15,8.70,4.60,12.60,87.50,1018.10,20.50,199.10,3.00,"Rain, Partially cloudy",1
2021-02-16,9.50,7.60,10.50,85.40,1009.90,23.70,208.80,1.21,"Rain, Partially cloudy",1
2021-02-17,9.90,7.60,11.50,85.20,1009.80,27.70,207.40,0.41,"Rain, Partially cloudy",1
2021-02-18,8.90,6.00,11.10,73.00,1003.70,27.40,213.10,1.01,"Rain, Partially cloudy",1
2021-02-19,8.80,5.50,12.00,79.70,1008.10,27.20,183.30,0.30,"Rain, Partially cloudy",1
